"cd_imovel";"cd_uf_municipio";"cd_tema";"ds_tema";"vlr_mod_fiscal";"cd_status";"cd_tipo";"ds_condic_cadastro";"ds_municipio";"cd_estado";"cd_uf_car";"dt_inscricao";"vlr_area_original";"vlr_area_calculada";"geometria"
AC-1200013-F5947BF93DB64A5E96927B3AA9E0B3C1;"1200013";AREA_IMOVEL;Area do Imovel;0.4147;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-08-27";41.454702553544195;35.71773553813168;MULTIPOLYGON (((-67.04823307176551 -10.025201281276056, -67.05082958978768 -10.02412847248708, -67.05082597244123 -10.023782246427707, -67.0506670307355 -10.019165007038312, -67.04754114883833 -10.02162754003206, -67.03973811076568 -10.028711162102914, -67.04823307176551 -10.025201281276056)), ((-67.03913321813873 -10.02875866577183, -67.03898163522037 -10.029023716688222, -67.03955962172637 -10.028784908793089, -67.03913321813873 -10.02875866577183)), ((-67.03860369316213 -10.029069353433439, -67.03858663751132 -10.029186918718896, -67.03886726896874 -10.029070969631913, -67.03860369316213 -10.029069353433439)))
AC-1200013-427A494031E34C50BFF162CCD802CD50;"1200013";AREA_IMOVEL;Area do Imovel;0.4935;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-07-02";49.33236788421951;48.87983688469785;POLYGON ((-66.94918652998678 -10.148130220261802, -66.94783593374659 -10.146294032291491, -66.9332031271942 -10.154083772981856, -66.93319149277549 -10.154525880886418, -66.9335881837465 -10.154940688452934, -66.9343306024829 -10.15486961667326, -66.93553101435975 -10.15442651369096, -66.93553334008125 -10.154425959841856, -66.93645553481647 -10.154320407546575, -66.93763522933621 -10.154067051159869, -66.93763559350478 -10.154066979990587, -66.93920143234142 -10.153791025442361, -66.93920255109573 -10.153790892718764, -66.93984167432193 -10.153751393666063, -66.9398433458265 -10.153751430394328, -66.94042435774729 -10.153813051186301, -66.94918652998678 -10.148130220261802))
AC-1200013-2D926B53A16C4D56B9409CD3500F3B7B;"1200013";AREA_IMOVEL;Area do Imovel;0.1352;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-04-12";13.50940522824973;13.008664666789443;POLYGON ((-66.9202888337499 -9.99606476848845, -66.92118600684795 -9.99673839131001, -66.92506724913055 -9.992404692120306, -66.92488505971501 -9.992252452853672, -66.92488369620978 -9.992251067261035, -66.9248826265475 -9.992249444043201, -66.9248818911509 -9.99224764454179, -66.92488151781069 -9.992245736760202, -66.92488152063545 -9.992243792793763, -66.92488189951844 -9.992241886105225, -66.9248826401416 -9.992240088748607, -66.92488371451671 -9.992238468646256, -66.92488508204298 -9.992237087022058, -66.92618281814515 -9.991159075335105, -66.92716880694937 -9.990058144609646, -66.9261373348882 -9.989236695964696, -66.9202888337499 -9.99606476848845))
AC-1200013-5C8815864C8249AFB529795F0654836A;"1200013";AREA_IMOVEL;Area do Imovel;1.8788;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-11-24";187.78315411064736;186.7686658488136;POLYGON ((-66.88687434104536 -9.786085807519738, -66.87229075642149 -9.797886275969683, -66.87608624241105 -9.800778588725517, -66.87754186646292 -9.798590935513223, -66.87754289394 -9.798589638456775, -66.87754412123996 -9.798588528592193, -66.89011000064141 -9.788988948893602, -66.88995258695742 -9.788877026049132, -66.889951085916 -9.788875715132315, -66.88994987463411 -9.788874132594964, -66.88994900121939 -9.788872341289578, -66.8899485003606 -9.788870412360145, -66.88994839195003 -9.788868422416574, -66.8899486802933 -9.788866450492026, -66.88994935393852 -9.788864574904014, -66.88995038613099 -9.788862870143921, -66.88995173587587 -9.788861403918482, -66.8899533495663 -9.788860234460717, -66.89042541835292 -9.788585345853328, -66.89042603061452 -9.788585017266014, -66.89102672842908 -9.788289040777396, -66.89134847804984 -9.788119938976395, -66.89134871051077 -9.788119820645269, -66.89190613972602 -9.787845163132575, -66.90298416106957 -9.780860214180581, -66.9029842617639 -9.780860151521871, -66.90571895363952 -9.779180857767145, -66.90346540412129 -9.777320568066473, -66.90346491380059 -9.777320135596652, -66.90227373315521 -9.77619817071307, -66.88687434104536 -9.786085807519738))
AC-1200013-E5388324573843A0A937C5BF62DE221B;"1200013";AREA_IMOVEL;Area do Imovel;7.8198;AT;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2015-06-12";781.707938890238;777.578086694371;POLYGON ((-67.04675164482735 -9.857068858109129, -67.0211117479813 -9.85696327269518, -67.02118399458342 -9.888114683831775, -67.0282568035537 -9.888086809892611, -67.0282569868407 -9.88808681085004, -67.03221209816746 -9.88814372181253, -67.03221683930111 -9.887585152342249, -67.03221704955962 -9.88758319564762, -67.03221763894742 -9.887581318020247, -67.0322185846383 -9.88757959217806, -67.03221985000698 -9.887578084960552, -67.03222138604745 -9.887576854740184, -67.032223133271 -9.887575949161699, -67.03222502401005 -9.887575403296909, -67.03222698503888 -9.887575238286406, -67.03587831776458 -9.887628589212664, -67.03572352949747 -9.874076002382841, -67.03572370261152 -9.874074032071244, -67.03572426013727 -9.8740721343723, -67.03572518026381 -9.874070383525817, -67.0357264269949 -9.874068848026594, -67.0357279515572 -9.874067587944841, -67.0357296943084 -9.874066652576168, -67.03573158707036 -9.874066078513097, -67.03573355579643 -9.87406588821353, -67.04455021862235 -9.874089650191195, -67.04455090964605 -9.87400983938854, -67.04455111922884 -9.874007887569169, -67.04455170607325 -9.874006014299981, -67.0445526475651 -9.874004291767854, -67.04455390742375 -9.874002786350973, -67.04455543710026 -9.874001556060932, -67.04455717764817 -9.874000648307256, -67.04455906199509 -9.874000098070445, -67.04456101752722 -9.873999926554008, -67.04681196219377 -9.874024295804155, -67.04675164482735 -9.857068858109129))
AC-1200013-6CA7CFAE66284FB4A4EBD77335D68EF6;"1200013";AREA_IMOVEL;Area do Imovel;0.6469;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-06-02";64.67535552096516;57.115785174105;POLYGON ((-67.0901069137444 -10.076477471556942, -67.09074777907301 -10.071934383266505, -67.09046868248342 -10.07193242044175, -67.09044738513586 -10.072220977638693, -67.09044707469366 -10.072222817895328, -67.0904464277168 -10.072224568420904, -67.09044546673897 -10.072226168246033, -67.09044422523023 -10.072227561650108, -67.09044274643135 -10.072228700101991, -67.09044108184767 -10.072229543950332, -67.0904392894553 -10.072230063804575, -67.0904374316818 -10.07223024155862, -67.0795583919174 -10.072251368526343, -67.07955645599209 -10.072251183177478, -67.07955459255209 -10.072250626623417, -67.07955287207572 -10.072249719913927, -67.07955135963417 -10.072248497342224, -67.0795501124304 -10.072247005147938, -67.07954917763567 -10.072245299768259, -67.07954859060541 -10.072243445703393, -67.07954837354208 -10.07224151307706, -67.07954711586736 -10.072154505038931, -67.07866550272468 -10.072162622373272, -67.07770012549948 -10.075708696142549, -67.08207473631151 -10.075727673914253, -67.08207666937598 -10.075727871082659, -67.08459126595876 -10.076234868599993, -67.0901069137444 -10.076477471556942))
AC-1200013-016E9D54BC87408FBFF31EF263DCBDC3;"1200013";AREA_IMOVEL;Area do Imovel;0.2174;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";21.729185874869568;21.496526145116047;POLYGON ((-67.04521778682165 -10.090402940585733, -67.04483397474947 -10.090900676361564, -67.0437307309819 -10.092462970355605, -67.04861814009328 -10.094920235303922, -67.04965235692198 -10.09314072548225, -67.0496531302588 -10.093139584013015, -67.05021366438395 -10.092423946223079, -67.05065978394992 -10.09185438225951, -67.05087306181026 -10.091520668560744, -67.04845754082281 -10.090190239660123, -67.04741696758737 -10.091623859610491, -67.04741558303874 -10.091625401576538, -67.04741391039153 -10.091626625049228, -67.04741202147977 -10.091627477484886, -67.04740999742533 -10.091627922274517, -67.04740792515395 -10.091627940316036, -67.0474058936621 -10.091627530834621, -67.04740399019492 -10.091626711416005, -67.04521778682165 -10.090402940585733))
AC-1200013-D841C3A71C714673A6AA4852D2E9A817;"1200013";AREA_IMOVEL;Area do Imovel;0.7783;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-08-06";77.80848974660636;77.30991537494361;POLYGON ((-67.09600799436748 -9.75756685486706, -67.11152476113145 -9.763776651951213, -67.11293350595582 -9.760284749250198, -67.09745957328286 -9.753990385839632, -67.09600799436748 -9.75756685486706))
AC-1200013-ED2B6AFCE7024FA0B479ACA930FB3FE4;"1200013";AREA_IMOVEL;Area do Imovel;2.2361;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-11-04";223.4329727839131;222.53977846956724;POLYGON ((-66.67739447372475 -9.927815445807255, -66.67739254699174 -9.927814271453812, -66.67739093259861 -9.92781269502083, -66.67738971274069 -9.927810796770917, -66.67666124206134 -9.926333459095195, -66.67567794932106 -9.925617556477578, -66.67309074557998 -9.925096188993022, -66.67217989011674 -9.926782384621385, -66.67217889162778 -9.926783889814075, -66.6721776386608 -9.926785190836355, -66.67217617209491 -9.926786245241262, -66.67217453977806 -9.926787018627936, -66.66989517279544 -9.927624299823892, -66.67054498411159 -9.928286620352297, -66.67054637238321 -9.928288398745716, -66.67054732666129 -9.928290443087805, -66.67097447054863 -9.929563669117709, -66.67246965297048 -9.930268161349224, -66.67247140276203 -9.930269216584334, -66.67247290153065 -9.930270605463098, -66.67247408669839 -9.930272269995783, -66.67247490878103 -9.930274140683292, -66.67247533345422 -9.930276139418964, -66.67247534298662 -9.930278182749761, -66.67247493698021 -9.930280185360662, -66.67247413238697 -9.930282063636819, -66.67211632306062 -9.93092616963053, -66.67442333873512 -9.936891336875258, -66.67496417751893 -9.937371718555944, -66.67899224104721 -9.939539478728234, -66.67939046381356 -9.939479496646666, -66.67939247489718 -9.939479398717227, -66.67939446483324 -9.939479705640588, -66.6793963529488 -9.939480404973935, -66.67939806269875 -9.93948146836596, -66.68321216953669 -9.942424861083433, -66.68515071040771 -9.94235709323777, -66.685152474656 -9.942357187733284, -66.68515419473877 -9.942357591238698, -66.68515581696364 -9.942358291158584, -66.68515729069284 -9.942359265644933, -66.68515856992389 -9.942360484279142, -66.68715607581103 -9.94463246619893, -66.68954602724396 -9.94600067235481, -66.68998057970286 -9.945691107337382, -66.68998133775999 -9.94569061733281, -66.69132690089106 -9.944904595424902, -66.69132869437891 -9.94490377315607, -66.6913306144012 -9.944903319020495, -66.69133258621675 -9.944903250696424, -66.69133453306819 -9.944903570843522, -66.69133637916997 -9.944904266999346, -66.69133805265842 -9.944905312064467, -66.69133948838925 -9.944906665357376, -66.69235230142833 -9.946070475632977, -66.69235377285057 -9.946072712380099, -66.69276733169694 -9.946934122661675, -66.69348759580966 -9.945530470229496, -66.69374277935772 -9.944083652131466, -66.69162868574914 -9.94187655511028, -66.69162866056999 -9.941876528727317, -66.69025341547913 -9.940430261618147, -66.6886965155746 -9.938974210022819, -66.68779899547098 -9.938362918205948, -66.68779689908754 -9.93836100249876, -66.68616146043692 -9.93637106988012, -66.68247495673204 -9.933110626189466, -66.68247358898502 -9.933109145252223, -66.68247254605366 -9.933107420085204, -66.68247187032175 -9.933105520797593, -66.68247158925038 -9.933103524574678, -66.68247171426206 -9.933101512541098, -66.6824722402764 -9.93309956646403, -66.68247314591667 -9.933097765430233, -66.68248631557333 -9.933077077504207, -66.68248356484209 -9.933074650635723, -66.68248219425085 -9.933073169975485, -66.68248114877713 -9.933071444327835, -66.68248047098088 -9.933069543941734, -66.68248018845432 -9.933067546179528, -66.68248031269877 -9.933065532367616, -66.68248083865637 -9.93306358448577, -66.68248174491607 -9.933061781829824, -66.68327115113588 -9.931821720593428, -66.68312886271089 -9.930475384211276, -66.67739447372475 -9.927815445807255))
AC-1200013-063C7EBC0053496A866F195650E634BE;"1200013";AREA_IMOVEL;Area do Imovel;0.2201;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-11-03";21.989374856096507;21.468697384147347;POLYGON ((-66.67198915046487 -9.894652971782934, -66.6711758936802 -9.895000730476925, -66.67594621133833 -9.914703001142211, -66.67686235867865 -9.914868293081202, -66.67198915046487 -9.894652971782934))
AC-1200013-15A6C03E0EFF4692838AB0B6B7A78186;"1200013";AREA_IMOVEL;Area do Imovel;0.1415;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";14.148483765986375;3.207792399443095;POLYGON ((-67.06472449796874 -10.089859644940223, -67.06486556464083 -10.090300627538205, -67.0660320314543 -10.090496379853775, -67.06646820167259 -10.088856255825272, -67.0659957421484 -10.088222827765806, -67.06599464695884 -10.088220970736884, -67.0659939752494 -10.088218922126865, -67.0659937582411 -10.088216777155074, -67.06599400602049 -10.088214635519725, -67.06619433390263 -10.087332023060336, -67.06472449796874 -10.089859644940223))
AC-1200013-69C66790B38847A49912B5F05F14B6DC;"1200013";AREA_IMOVEL;Area do Imovel;0.1747;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-03";17.456351394459606;16.709724404959175;POLYGON ((-66.7123316206621 -9.897547296820019, -66.7103517483183 -9.898391083728685, -66.70932710146901 -9.898827763779687, -66.70838946737139 -9.899227356467465, -66.70994795541189 -9.9026336292656, -66.71158876141932 -9.90255605148986, -66.71159062631001 -9.902556137775084, -66.71159244266438 -9.902556569190384, -66.71159414717775 -9.902557330699802, -66.71159568044334 -9.902558395762735, -66.71159698902281 -9.90255972725895, -66.71159802730875 -9.902561278782306, -66.71159875911415 -9.902562996258144, -66.7115991589337 -9.902564819827925, -66.71159921283261 -9.902566685935454, -66.71157861425797 -9.902885079275872, -66.71173467973665 -9.902886143104352, -66.71278767000584 -9.897352934013602, -66.7123316206621 -9.897547296820019))
AC-1200013-9FBB465591F84C09B750D16871D395A1;"1200013";AREA_IMOVEL;Area do Imovel;0.1893;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-22";18.92244928563703;5.617308543744805;MULTIPOLYGON (((-67.00757044115961 -10.08254997143604, -67.00767649882229 -10.0824254165867, -67.00757543901337 -10.082250862137096, -67.00757463699931 -10.082249104335245, -67.00757418799537 -10.082247225109512, -67.0075741087633 -10.08224529461316, -67.00757440226087 -10.08224338491343, -67.00757505753157 -10.082241567301207, -67.00762761922849 -10.082130715877106, -67.00762883242152 -10.082128770642436, -67.00763045674806 -10.082127152823368, -67.00766500180139 -10.08209986797929, -67.00746336307577 -10.08196225984777, -67.00746187636064 -10.081961018102472, -67.0074606569425 -10.081959513020191, -67.00745975057701 -10.081957801075431, -67.0074591912733 -10.081955946504694, -67.00745900001786 -10.081954018896171, -67.00745918398707 -10.081952090578616, -67.00745973627794 -10.081950233907387, -67.00754381165159 -10.081743427815864, -67.00722665951362 -10.081509087625035, -67.00730435430901 -10.081938218022394, -67.00744662224255 -10.082272799672719, -67.00757044115961 -10.08254997143604)), ((-67.00720530052544 -10.081391115873698, -67.00727937993639 -10.08107746049541, -67.00697675836294 -10.080530375891913, -67.00657981917337 -10.080486878585274, -67.00671659150511 -10.080621539526529, -67.0067178262227 -10.080623014886639, -67.00671875556895 -10.08062469938374, -67.0067193451468 -10.080626530670974, -67.00671957313467 -10.080628440968463, -67.00671943109428 -10.080630359571987, -67.00671892428281 -10.08063221546991, -67.00671807145845 -10.080633939971458, -67.00671690418608 -10.08063546924912, -67.00671546566895 -10.080636746701048, -67.00671380914967 -10.080637725045994, -67.00671199593958 -10.080638368073311, -67.00671009314948 -10.080638651983177, -67.00630239737922 -10.080659778399953, -67.006301535834 -10.080659785878824, -67.00480186149767 -10.080608159195954, -67.0071080808881 -10.080893567108893, -67.00711013619406 -10.08089404583666, -67.00711204527082 -10.080894945219079, -67.00711372309837 -10.08089622520249, -67.0071150949553 -10.080897828783305, -67.00711609974643 -10.080899684546651, -67.0071166927238 -10.080901709846795, -67.00720530052544 -10.081391115873698)), ((-67.00322853122995 -10.080413450526894, -67.00323995992562 -10.080120890832875, -67.00321514365828 -10.080118171421896, -67.00321890394432 -10.08041225909493, -67.00322853122995 -10.080413450526894)), ((-67.00325022836444 -10.082862106196501, -67.00326338870336 -10.083891361264401, -67.00471567894631 -10.083985117417955, -67.00694579627512 -10.08396411588205, -67.00780375348138 -10.083956036298597, -67.00780188626432 -10.083948037539583, -67.00771759365904 -10.083908892789161, -67.00771601566953 -10.0839079764186, -67.00771463047096 -10.083906788558826, -67.00771348418749 -10.083905368763029, -67.0077126149879 -10.083903764307367, -67.00771205181468 -10.083902028616778, -67.00771181342027 -10.083900219486045, -67.00771190774273 -10.083898397155346, -67.00774182334827 -10.083690740838541, -67.0077093118667 -10.083551468597015, -67.00710652798175 -10.083595752027968, -67.0071045136607 -10.083595696433628, -67.00710255138196 -10.083595238130089, -67.0071007208254 -10.083594395727133, -67.00709909632228 -10.083593203431207, -67.00709774383681 -10.083591709656439, -67.00709671828776 -10.083589975058748, -67.00709606131835 -10.083588070072866, -67.00709579960538 -10.083586072052263, -67.00708519199601 -10.083224375416792, -67.00708531848996 -10.083222470212586, -67.00708580479588 -10.083220623780802, -67.007086633184 -10.083218903438716, -67.00718767607923 -10.083051998401203, -67.00325022836444 -10.082862106196501)))
AC-1200013-C5932EFB51B0495D86D6236ECF7FF94C;"1200013";AREA_IMOVEL;Area do Imovel;0.9511;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-09-11";95.07161282101124;91.82203380115102;POLYGON ((-66.99589499150996 -9.775181971953907, -66.99685052869336 -9.761568512991134, -66.9968508794529 -9.761566499284827, -66.99685163233666 -9.76156459896607, -66.99685275588882 -9.76156289143104, -66.99685420316688 -9.761561448021329, -66.99685591370287 -9.761560329043244, -66.99685781602984 -9.7615595812482, -66.99685983066772 -9.761559235879414, -66.99689018950386 -9.761557186611576, -66.99689276206847 -9.761515988526789, -66.99433096015314 -9.761567513256317, -66.99437171994498 -9.761888308547833, -66.99437177978099 -9.761890199859367, -66.99437148226626 -9.761892068582101, -66.99437083805373 -9.761893847803806, -66.9943698702103 -9.761895473816965, -66.994368613391 -9.761896888399905, -66.99436711259797 -9.761898040901508, -66.9943654215692 -9.761898890054846, -66.99436360085436 -9.761899405454797, -66.99436171564666 -9.761899568646745, -66.99059142071212 -9.761867876936815, -66.9899615327284 -9.772875981213547, -66.99589499150996 -9.775181971953907))
AC-1200013-0F94D16459FB4C3DA799AF8B51C727BF;"1200013";AREA_IMOVEL;Area do Imovel;0.1503;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2015-05-19";15.029152372169495;14.663889275403262;POLYGON ((-67.03762481223454 -10.029253999163329, -67.03802646202942 -10.029256161271473, -67.03790107211626 -10.029022701669584, -67.03780174255371 -10.029022701669584, -67.03779988358492 -10.029022527362184, -67.03779808942254 -10.029022010516591, -67.03779642261371 -10.029021169150814, -67.03779494126587 -10.029020032596105, -67.03779369702099 -10.029018640474446, -67.03779273325529 -10.029017041317259, -67.03687734759379 -10.0271166606378, -67.03459864942324 -10.022874022978147, -67.03121662769568 -10.022957806781013, -67.03762481223454 -10.029253999163329))
AC-1200013-5F26AB73E9AE42E8AB3AAFE024495FB5;"1200013";AREA_IMOVEL;Area do Imovel;0.6502;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-04-18";64.99864115011096;64.53842881811858;POLYGON ((-67.09169489769184 -9.817492610099038, -67.10613889118247 -9.823067300601037, -67.10744021991864 -9.819893190320633, -67.09293222112345 -9.81429743952915, -67.09169489769184 -9.817492610099038))
AC-1200013-70A52ECB5DDE474E81A9D42A70C217F1;"1200013";AREA_IMOVEL;Area do Imovel;0.3817;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-09-10";38.14386600371897;37.00103645557426;POLYGON ((-66.68328261056186 -9.913555235664562, -66.68380209826633 -9.913337751615677, -66.68399411633705 -9.913257363057642, -66.68461205133165 -9.912846261277233, -66.68400245929364 -9.910129936908216, -66.68111246740202 -9.89725221720072, -66.67971067370637 -9.891477495464933, -66.6785469256295 -9.891944457197281, -66.68328261056186 -9.913555235664562))
AC-1200013-B70FA4F730CC4AA1A4AE783DB0483D8D;"1200013";AREA_IMOVEL;Area do Imovel;0.1291;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-06-03";12.90168820372224;12.74869067821945;POLYGON ((-67.02688978744507 -10.109477878740993, -67.03000868585116 -10.1101087975987, -67.03026821916134 -10.109791778179474, -67.03053878753353 -10.107839540988367, -67.03045167141934 -10.107615242549013, -67.03028969758952 -10.107417544721851, -67.02984941830191 -10.107224719286895, -67.0292524887458 -10.107029960793406, -67.02925079787802 -10.107029230717758, -67.02924926957812 -10.107028202931959, -67.02924795568667 -10.107026912298956, -67.02876396492577 -10.10645475248735, -67.02688978744507 -10.106706356485276, -67.02688978744507 -10.109477878740993))
AC-1200013-7BF423694BEE4FF3843D2D6611FF46FD;"1200013";AREA_IMOVEL;Area do Imovel;0.4043;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-06-02";40.41706194566554;40.067875448539105;POLYGON ((-67.05028689274134 -9.990237495660663, -67.05029747526534 -9.984619967479777, -67.03960532072485 -9.984506618067963, -67.03958650889432 -9.985059455160954, -67.05028689274134 -9.990237495660663))
AC-1200013-67664773329D45CCAE820A73BE22AE14;"1200013";AREA_IMOVEL;Area do Imovel;0.2273;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-06-03";22.72868309701234;17.60153994185254;POLYGON ((-67.12333747253103 -9.686248096154003, -67.11974001793244 -9.694965648132657, -67.12090952914002 -9.69551393445011, -67.12140192159299 -9.695709424927342, -67.12448864025048 -9.686716182756255, -67.12333747253103 -9.686248096154003))
AC-1200013-B75FB97154BA45B0A6D71F2F17EB9946;"1200013";AREA_IMOVEL;Area do Imovel;1.5583;PE;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2014-10-20";155.77073110705987;136.2546389525884;POLYGON ((-67.00618195024985 -10.018827882272733, -67.00595933400461 -10.018822303109408, -67.01351215711378 -10.028574680725335, -67.01351323033077 -10.028576402666227, -67.01351393387561 -10.028578305795177, -67.01351423878424 -10.028580311762742, -67.01351413250396 -10.028582337985743, -67.01351361941018 -10.028584301047106, -67.01351272062634 -10.028586120130049, -67.01351147315424 -10.028587720345195, -67.01350992835076 -10.028589035813688, -67.01350814981353 -10.02859001237933, -67.0135062107627 -10.028590609838135, -67.01350419102657 -10.028590803593467, -67.01326707862557 -10.028589384007013, -67.0132651954356 -10.028589193596147, -67.01326338185882 -10.028588651747398, -67.01326170286954 -10.028587777873367, -67.01326021862026 -10.028586603282, -67.00299887758861 -10.01875058097383, -66.99015061336843 -10.018707242453983, -66.9894557002531 -10.01872193637017, -66.9894318493338 -10.024528140071617, -67.00308666341506 -10.024489763657488, -67.00349801588533 -10.024460946177072, -67.00349976234621 -10.024460976754897, -67.0035014768436 -10.024461310759888, -67.00350310706713 -10.024461938001348, -67.01379956155334 -10.029496099324573, -67.01380310102346 -10.028969699315946, -67.01380330609757 -10.028967750653019, -67.01380388722377 -10.028965879387421, -67.01380482209063 -10.02896415736345, -67.0138060748054 -10.028962650695506, -67.01380759727208 -10.028961417229734, -67.01380933103795 -10.02896050432311, -67.0138112095378 -10.028959947025244, -67.01381316064959 -10.028959766732715, -67.01402972630287 -10.02896106294853, -67.00618195024985 -10.018827882272733))
AC-1200013-5556551A64D94403B04477C2B55EC9D5;"1200013";AREA_IMOVEL;Area do Imovel;0.7024;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-02-12";70.2123961814776;69.73669526415587;POLYGON ((-67.03911886386047 -9.756542027201377, -67.0357472324824 -9.75532223849217, -67.03491418056878 -9.757237914289448, -67.03420612740477 -9.75899300991174, -67.03420609687227 -9.758993084722043, -67.03268260215181 -9.762683245164487, -67.03268259067791 -9.762683272838615, -67.02961807832162 -9.770043447519946, -67.03296828222732 -9.771347267445547, -67.03911886386047 -9.756542027201377))
AC-1200013-8190EEAD62194A078A380BD8BC6FF7A9;"1200013";AREA_IMOVEL;Area do Imovel;0.4745;PE;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2017-02-12";47.41610303907991;46.92887330495119;POLYGON ((-66.77857593190738 -9.910951861881601, -66.7764185421969 -9.914802437958837, -66.77893684726301 -9.915880141854515, -66.78459023432212 -9.918251234237678, -66.78670189449905 -9.914437830185006, -66.77857593190738 -9.910951861881601))
