"cd_imovel";"cd_uf_municipio";"cd_tema";"ds_tema";"vlr_mod_fiscal";"cd_status";"cd_tipo";"ds_condic_cadastro";"ds_municipio";"cd_estado";"cd_uf_car";"dt_inscricao";"vlr_area_original";"vlr_area_calculada";"geometria"
AC-1200013-010B6E6D7A454C02872B1695F780C32E;"1200013";AREA_IMOVEL;Area do Imovel;0.4667;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-22";46.65158183254637;41.58442482028418;POLYGON ((-66.97313606350187 -10.175862760378708, -66.97313549632892 -10.175865048469928, -66.9707134273965 -10.187554654674456, -66.97037013281519 -10.18953970652478, -66.97036961734156 -10.189541579701718, -66.97036874939494 -10.189543317854051, -66.97036756173597 -10.189544855375132, -66.97036609919292 -10.189546134231156, -66.97036441696955 -10.189547106151638, -66.97036257856145 -10.18954773445139, -66.97036065335945 -10.189547995415209, -66.97035871403035 -10.189547879193002, -66.97035683377428 -10.189547390171585, -66.96979502150404 -10.189341204781172, -66.96966411630815 -10.189869303022935, -66.96991278524904 -10.189950885231006, -66.96991458707659 -10.189951680488612, -66.9699161980911 -10.189952813471141, -66.96991755580103 -10.189954240230014, -66.96991860754062 -10.189955905421003, -66.96991931251266 -10.18995774445107, -66.9699196433712 -10.189959685983917, -66.96991958728215 -10.189961654707156, -66.96991914642125 -10.189963574253673, -66.96991833788954 -10.189965370163927, -66.96991719305011 -10.189966972774254, -66.96991575631148 -10.18996831991912, -66.969914083405 -10.18996935934255, -66.9698814477691 -10.189985419772867, -66.96993322025972 -10.190062257188812, -66.97075814285813 -10.190085344741242, -66.97138547763272 -10.19008923979183, -66.9722411373638 -10.189716850575895, -66.97299544495098 -10.188695037877187, -66.97237390023656 -10.188470323600098, -66.9723721196206 -10.18846947277255, -66.97209316988305 -10.188300518235826, -66.97209200883547 -10.188299696763488, -66.97196326280276 -10.188194100132577, -66.97196151119157 -10.188192241728554, -66.9718547101518 -10.188045077878192, -66.97159780940771 -10.187792227701696, -66.97159611559505 -10.187790016210698, -66.97148882723445 -10.187599941947685, -66.97148797757427 -10.187597966157277, -66.97148757004172 -10.18759585438376, -66.9714876234879 -10.187593704310812, -66.97148813544058 -10.18759161539372, -66.9715951276752 -10.187296760173304, -66.97168065475464 -10.186812732100451, -66.97168065475464 -10.186686892253984, -66.9716807877504 -10.18668526676104, -66.9716811832001 -10.18668368450483, -66.97170264087222 -10.186620326211521, -66.97170328367257 -10.186618837887902, -66.97170415851902 -10.18661747299114, -66.97176853153537 -10.186532995247143, -66.97176947076815 -10.186531929202221, -66.97198404748934 -10.18632073474431, -66.97206645915823 -10.18623962205085, -66.97204548639868 -10.186033200092869, -66.97204547945633 -10.186031249307778, -66.97204585139006 -10.186029334294474, -66.97204658804557 -10.186027527930907, -66.97204766138859 -10.186025898960242, -66.97204903057187 -10.186024509374757, -66.97205064348962 -10.18602341205667, -66.97205243876049 -10.186022648765634, -66.97205434806342 -10.18602224854953, -66.9722418463161 -10.186001743765987, -66.97234676398372 -10.185774562793483, -66.97234740079537 -10.185773394907477, -66.97245468915597 -10.1856044389495, -66.97245611626569 -10.185602672551259, -66.97264923531476 -10.185412596991545, -66.9727350660017 -10.185328118930139, -66.97284235436125 -10.185222521321085, -66.97284392014434 -10.185221263250597, -66.97284570575904 -10.18522034346898, -66.97359661209933 -10.184924714141093, -66.97389690842257 -10.184798043703609, -66.9738995738865 -10.184797332366651, -66.9742428966404 -10.184755093256875, -66.97424411773682 -10.184755018423047, -66.9746732711792 -10.184755018423047, -66.97467492234844 -10.184755155683055, -66.97467652818978 -10.184755563695019, -66.9750926237271 -10.184898902304283, -66.97522103191761 -10.175946522497544, -66.97313606350187 -10.175862760378708))
AC-1200013-43D778690BDB4E24B7984282D0C66640;"1200013";AREA_IMOVEL;Area do Imovel;0.6785;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-06-20";67.84798408140875;63.83186098253764;POLYGON ((-66.9662283613343 -9.819918585678272, -66.96607319829202 -9.82245654126486, -66.96621982876648 -9.823400009441492, -66.98328925537109 -9.822732250589844, -66.98328925537109 -9.82015882927227, -66.97750501566118 -9.820047042439596, -66.97750499700173 -9.820047042061562, -66.96978286651256 -9.8198833853975, -66.9662283613343 -9.819918585678272))
AC-1200013-247370BDDBF24DDF97FFB4BC280D8452;"1200013";AREA_IMOVEL;Area do Imovel;0.5622;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2016-04-22";56.19423316193847;55.61850794345965;POLYGON ((-66.96607742370615 -10.169917353988042, -66.96467374489302 -10.168075182174062, -66.95150904659894 -10.184282742360248, -66.951530406293 -10.185523106030423, -66.95176518191522 -10.186048277486664, -66.95218616630609 -10.18662836572079, -66.96607742370615 -10.169917353988042))
AC-1200013-C202E6A89F684AD8841C4F7BB2FF0CF9;"1200013";AREA_IMOVEL;Area do Imovel;0.3243;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-12-01";32.400358251990376;26.447333370978093;POLYGON ((-66.70283479423547 -9.904233934252659, -66.70280896489392 -9.904171170734559, -66.70270184936814 -9.904226240732157, -66.70269990892692 -9.904226994698524, -66.70269785442683 -9.904227330565808, -66.70269577490535 -9.904227233778268, -66.70269376048431 -9.904226708530462, -66.70269189846422 -9.90422577758546, -66.7026902695409 -9.904224481288345, -66.70268894430824 -9.90422287581775, -66.70268798019889 -9.904221030751199, -66.7017252764576 -9.90179124357009, -66.70172474563101 -9.901789408409831, -66.70172457347508 -9.90178750579259, -66.70172476627276 -9.901785605156096, -66.70172531698776 -9.90178377586579, -66.70172620552121 -9.901782084683264, -66.7017273994453 -9.901780593329752, -66.70172885518669 -9.90177935623354, -66.70173051961679 -9.901778418543572, -66.70180979774766 -9.901743263497442, -66.69994146977754 -9.89720335541814, -66.69764825097799 -9.891811186953953, -66.69753500488869 -9.89186058937083, -66.69753312629001 -9.89186119628052, -66.69753116506921 -9.891861422301126, -66.69752919766431 -9.891861258623559, -66.69752730075439 -9.891860711627107, -66.69752554827097 -9.891859802630805, -66.69752400851664 -9.891858567062535, -66.69752274150287 -9.891857053078224, -66.69752179661118 -9.891855319684998, -66.69463280941119 -9.885026236424999, -66.69463222484727 -9.885024357886328, -66.69463201938578 -9.885022401254506, -66.69463220097934 -9.885020442263366, -66.69463276259917 -9.885018556738059, -66.69463368250706 -9.885016817660153, -66.69463492509688 -9.885015292342787, -66.69463644227265 -9.88501403982524, -66.69463817531022 -9.885013108587737, -66.69473922341722 -9.884971034292631, -66.69473135917423 -9.884952542675963, -66.69377468580355 -9.885407528296733, -66.70187341305508 -9.904748636738649, -66.70283479423547 -9.904233934252659))
AC-1200013-6397343415684C1285E0BC00B8FBE54D;"1200013";AREA_IMOVEL;Area do Imovel;0.5553;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-08-29";55.49784574968737;55.111560269859716;POLYGON ((-66.87952643684616 -9.858766101167067, -66.88690909407707 -9.868508971622402, -66.88689473680796 -9.867983522214415, -66.88689475250625 -9.86798262601701, -66.88694479085395 -9.8671810818443, -66.88698937312905 -9.866466917807825, -66.88698963634482 -9.866465180134913, -66.88699019970929 -9.866463515379627, -66.88704809897867 -9.86633185151036, -66.8870485736485 -9.866257394837199, -66.88704898214493 -9.866254628930314, -66.88712785852593 -9.865987272451283, -66.887128255392 -9.865986169884978, -66.88722607146877 -9.865757453588651, -66.88734369850361 -9.865433495815463, -66.88738305044453 -9.865300112059504, -66.8873831234126 -9.865299875557579, -66.8874815356257 -9.864994377275018, -66.88748175381917 -9.86499376820031, -66.88757980096538 -9.8647456640841, -66.8875802006542 -9.864744780608353, -66.88783417035489 -9.864248933916063, -66.88783525114744 -9.864247259437395, -66.88783664253559 -9.864245832542055, -66.8881081976831 -9.864017947706476, -66.88810852957097 -9.864017681023377, -66.88837996250487 -9.863808926707298, -66.88838140308391 -9.863808003451991, -66.88838297996905 -9.863807339297182, -66.88861497456165 -9.863732263311071, -66.88861570802061 -9.863732056475481, -66.8886929992272 -9.863713408049241, -66.88869503238534 -9.863713133980216, -66.88869707868719 -9.863713280590494, -66.88869905200707 -9.863713841709473, -66.88870086929097 -9.863714793720522, -66.88874277148983 -9.86374256612783, -66.88793287324837 -9.862616963931456, -66.88544878030974 -9.859164504411831, -66.88323533758063 -9.856088140645406, -66.87952643684616 -9.858766101167067))
AC-1200013-1C5A1EA18C7142E285560947729058CA;"1200013";AREA_IMOVEL;Area do Imovel;0.5983;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2017-06-19";59.845359451162814;59.34225459700823;POLYGON ((-67.10131242561249 -9.687356357004646, -67.09873048132098 -9.686507484430555, -67.09241044953058 -9.70329537616732, -67.09496488207182 -9.704233914633436, -67.10131242561249 -9.687356357004646))
AC-1200013-B97C628D754045E28B2A9DF38119E306;"1200013";AREA_IMOVEL;Area do Imovel;0.4531;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-11-10";45.2765622474771;20.68130890627165;MULTIPOLYGON (((-66.65779187491789 -9.910928449458293, -66.65583148135899 -9.911836503034412, -66.65633547130268 -9.912362260628672, -66.65663354947661 -9.912579763370417, -66.65663497138134 -9.912581024493896, -66.65663612900147 -9.91258253186283, -66.65663698052093 -9.912584231027358, -66.65663749518073 -9.912586060609486, -66.65663765439012 -9.912587954520216, -66.65663745239804 -9.912589844346844, -66.65663689650096 -9.912591661824191, -66.65663600677922 -9.912593341300516, -66.65663481537179 -9.91259482210901, -66.6566333653152 -9.912596050759236, -66.65663170898907 -9.912596982869331, -66.6565817244516 -9.912619149609842, -66.65678989524531 -9.91283631143434, -66.65679116967657 -9.912837952956902, -66.656792077299 -9.9128398224469, -66.65755988299776 -9.914957174613809, -66.65818308638048 -9.915429705497907, -66.6581850560979 -9.915431689412518, -66.6592491960778 -9.91685628027916, -66.66055014443512 -9.91757578454336, -66.66107646559338 -9.917315042940157, -66.66073880450904 -9.916335210899435, -66.66010658324598 -9.914505540833362, -66.6601062482669 -9.914504329611516, -66.65988594030682 -9.91345498626889, -66.65966437181956 -9.912404206977358, -66.65966417388398 -9.912402730466304, -66.65958161174117 -9.910997998550178, -66.65781488753267 -9.910981670896115, -66.65781277883723 -9.910981426071647, -66.65781076933555 -9.910980741645979, -66.65780894958655 -9.910979648462995, -66.65780740159786 -9.910978195787374, -66.65780619513014 -9.910976449084458, -66.65780538455326 -9.910974487070037, -66.65779187491789 -9.910928449458293)), ((-66.65953829077941 -9.910260925412805, -66.65946959170807 -9.909092063088917, -66.65817417022895 -9.90055589374552, -66.65810915026087 -9.900569010161178, -66.65939375028897 -9.909033887426297, -66.65939379482685 -9.909034217983203, -66.65953829077941 -9.910260925412805)))
AC-1200013-91A31F35F45241759BD8B6B5F3F4BFE6;"1200013";AREA_IMOVEL;Area do Imovel;0.045;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";4.493517186728492;4.39068781404756;POLYGON ((-67.03552842350112 -10.070529353004154, -67.03686724165742 -10.070749242881154, -67.03671125035146 -10.069305705494378, -67.03644561205581 -10.067591600706928, -67.03539718258605 -10.067687754483066, -67.03552842350112 -10.070529353004154))
AC-1200013-8815CA6A6E9F40B18F015C3C0B3FE70A;"1200013";AREA_IMOVEL;Area do Imovel;0.4097;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2014-12-01";40.952088190244886;31.40034120062501;MULTIPOLYGON (((-67.03931340301064 -9.983929724118061, -67.03960418701172 -9.983929724118061, -67.03960689569406 -9.983930097953719, -67.03989928811029 -9.984012373525653, -67.04038195155707 -9.9830294224533, -67.03980790501873 -9.98357785808464, -67.03980633799746 -9.983579081830987, -67.03980455984399 -9.98357997137075, -67.03980264085067 -9.983580491539437, -67.03980065687746 -9.983580621774202, -67.03929934365438 -9.983563556867571, -67.03931340301064 -9.983929724118061)), ((-67.04433742872105 -9.973738963332696, -67.03892792184637 -9.973890105272096, -67.03929005730731 -9.98332169969344, -67.04433742872105 -9.973738963332696)))
AC-1200013-1F36DB181C63444EA70661CDE711E257;"1200013";AREA_IMOVEL;Area do Imovel;0.662;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-03";66.1757940780823;65.65391543891847;POLYGON ((-66.97318179511474 -10.057056436483766, -66.97166715418653 -10.057063731788459, -66.97070257913087 -10.0755380797044, -66.97102744221394 -10.075611001677432, -66.9725523777302 -10.075653550760974, -66.9734631657379 -10.075594493356428, -66.97349708863118 -10.075592293438403, -66.97350196689918 -10.075517365241854, -66.97350455803937 -10.075346865790994, -66.9735047758387 -10.07534493660837, -66.97350536230348 -10.075343085867651, -66.97350629532878 -10.075341383326625, -66.97350753974716 -10.075339893157166, -66.97350904865425 -10.075338671526472, -66.97351076517658 -10.07533776448003, -66.9735126246153 -10.075337206206076, -66.97351370316485 -10.07533710101242, -66.97470436031072 -10.057049095388916, -66.97318179511474 -10.057056436483766))
AC-1200013-466FDCD532024BC19F5B08FB681AA325;"1200013";AREA_IMOVEL;Area do Imovel;0.8066;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2018-07-17";80.62288346474767;80.1486718921682;POLYGON ((-66.9638538044817 -9.775137294367518, -66.96039522731428 -9.776694197955587, -66.96592392447289 -9.790885087077328, -66.96878950252527 -9.789494237248528, -66.96878954608118 -9.78949421623801, -66.97036839934553 -9.788737308713225, -66.9638538044817 -9.775137294367518))
AC-1200013-939F036A02F1430294A1DC289F0D0FEE;"1200013";AREA_IMOVEL;Area do Imovel;0.3366;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-05-27";33.64122816985994;33.33241558389992;POLYGON ((-66.81629312066887 -9.906335197725381, -66.80943884722251 -9.905398575385348, -66.8086954652477 -9.907889126816906, -66.80869477251123 -9.907890846692506, -66.80869377416577 -9.90789240911441, -66.80869250453297 -9.907893760368808, -66.80869100726099 -9.907894854001517, -66.80868933382388 -9.907895652415023, -66.80868754175201 -9.90789612816102, -66.8086856926542 -9.907896264884046, -66.80868385009978 -9.907896057883761, -66.80653540011772 -9.90744998759789, -66.80621502179464 -9.90851300569841, -66.81453649614673 -9.91005537375746, -66.81507753014283 -9.909035313137496, -66.81629312066887 -9.906335197725381))
AC-1200013-D1029382B6654652A69A925DACBEF8BF;"1200013";AREA_IMOVEL;Area do Imovel;0.8974;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-10-27";89.69685112559796;89.14967441627383;POLYGON ((-66.96787613808705 -9.860398761539901, -66.95394486226904 -9.847600911254691, -66.95219431686202 -9.850525511099534, -66.96461730005505 -9.863691917840972, -66.96787613808705 -9.860398761539901))
AC-1200013-A8DCA130D2114678A4FE9B88C6154A5C;"1200013";AREA_IMOVEL;Area do Imovel;0.2035;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-04-16";20.3408175294552;9.728939928863127;POLYGON ((-66.99570941052419 -9.97581672702746, -66.99638707474132 -9.975896048577832, -66.99638870800949 -9.975896379557803, -66.99680496957767 -9.976017593733783, -66.99725175856844 -9.975977941678755, -66.99721440796297 -9.97325665617984, -66.99714528259645 -9.970944785047932, -66.99714528291335 -9.970944176894358, -66.99725153101804 -9.967510542434457, -66.99535088508425 -9.96746630390886, -66.99535025573236 -9.96748853799428, -66.99568095582123 -9.96750920191112, -66.99568283260646 -9.96750950009676, -66.99568461909548 -9.967510147935025, -66.99568625077396 -9.967511122030935, -66.99568766871809 -9.967512387207574, -66.99568882172254 -9.96751389777641, -66.9956896681496 -9.967515599187214, -66.99569017743275 -9.967517429998002, -66.99569033118058 -9.96751932409385, -66.99568533252072 -9.967872182128323, -66.99641013318731 -9.967889593342084, -66.9964120894461 -9.967889834650423, -66.99641396037043 -9.967890454989268, -66.99641567327158 -9.96789143025735, -66.99641716160026 -9.967892722563766, -66.99641836753229 -9.96789428170011, -66.996419244215 -9.967896047091157, -66.99641975758777 -9.96789795014832, -66.99641988770512 -9.967899916934439, -66.9961623956397 -9.975782716367528, -66.996162142509 -9.975784648746371, -66.99616151937876 -9.975786495330208, -66.9961605499165 -9.97578818598277, -66.99615927094398 -9.975789656490315, -66.99615773103865 -9.975790851000568, -66.99615598868864 -9.975791724144079, -66.99615411007125 -9.975792242757432, -66.9961521665394 -9.97579238714285, -66.99571714429442 -9.975782186066692, -66.99570941052419 -9.97581672702746))
AC-1200013-1A44B458EA83408685B55D3AC800E50C;"1200013";AREA_IMOVEL;Area do Imovel;0.7914;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-06-03";79.1394933733046;78.08610537662369;POLYGON ((-67.14324567130697 -9.771640223107054, -67.14207742872675 -9.774801032840601, -67.15670347328448 -9.78015564898018, -67.15964176748014 -9.78120478295099, -67.15964357412658 -9.781205640342229, -67.15964517404878 -9.781206840067203, -67.1596465032644 -9.781208334147818, -67.15964750861691 -9.78121006283443, -67.15964814990133 -9.78121195699529, -67.15964840147213 -9.781213940881173, -67.15964825326876 -9.78121593515468, -67.15964771121799 -9.781217860063, -67.15964232190576 -9.781231565725633, -67.15967543974011 -9.781243690212854, -67.16091293740503 -9.77794258952401, -67.16068433121217 -9.777860840798757, -67.16067760507272 -9.777876997683283, -67.16067671281073 -9.777878672493689, -67.16067552022591 -9.777880148590848, -67.1606740702647 -9.777881372818708, -67.16067241514196 -9.77788230109134, -67.16067061446066 -9.777882899980519, -67.16066873306553 -9.777883147919518, -67.1606668387079 -9.777883035979754, -67.16066499960587 -9.777882568192313, -67.14324567130697 -9.771640223107054))
AC-1200013-0A55A50D033A47FCADE86D7B4EFA5811;"1200013";AREA_IMOVEL;Area do Imovel;0.7134;AT;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-06-03";71.3411633540988;66.74335478407066;MULTIPOLYGON (((-67.07746726981917 -9.78759399795785, -67.0807207120779 -9.788859556383665, -67.08072246737758 -9.788860447035557, -67.08072401421519 -9.788861664258269, -67.08072446463773 -9.788862191553017, -67.08625788622054 -9.773835264004752, -67.08404109988398 -9.773044513909516, -67.08308650032022 -9.7727039985953, -67.08168130268221 -9.776407054188015, -67.08025436531071 -9.780160464725054, -67.07882743010146 -9.783913827186055, -67.07835094531373 -9.785167142614497, -67.07761929094723 -9.787176499352064, -67.07746726981917 -9.78759399795785)), ((-67.08070885372467 -9.788916781901957, -67.08066160359695 -9.789035978488238, -67.08068976549716 -9.78904636307951, -67.08073438577058 -9.788927672756241, -67.08071384206374 -9.788920625595141, -67.08071203490786 -9.788919796735723, -67.08071042744386 -9.788918626744321, -67.08070908321194 -9.788917161868595, -67.08070885372467 -9.788916781901957)))
AC-1200013-92BF12038C6E48A88C8F0C97E196ADD4;"1200013";AREA_IMOVEL;Area do Imovel;0.2335;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-10-07";23.34301665877942;23.08713025790099;POLYGON ((-66.99567019821252 -9.967528568724152, -66.99323520118098 -9.967376417037894, -66.99334226492027 -9.975506419640567, -66.99555320472363 -9.975787200778138, -66.99567019821252 -9.967528568724152))
AC-1200013-0B8EB40D1C48421A8E5D9823A51F3132;"1200013";AREA_IMOVEL;Area do Imovel;0.0964;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-09-10";9.634481914121658;9.456855024638028;POLYGON ((-67.07110970777842 -9.875206169934607, -67.07062384310947 -9.876371615339771, -67.07626996447081 -9.878331107706133, -67.0768196064094 -9.877102332619694, -67.07110970777842 -9.875206169934607))
AC-1200013-58D0A8DBC58B42AEB288F99185BA7584;"1200013";AREA_IMOVEL;Area do Imovel;0.6382;AT;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2014-06-03";63.800515546752884;62.35294190758038;POLYGON ((-67.09462979273646 -9.81048597413991, -67.09453651637976 -9.810734901797595, -67.09438982229916 -9.811126379690583, -67.10840787566266 -9.81638673011601, -67.10961236454102 -9.813184529419425, -67.09618532807634 -9.808113107193005, -67.09565600415499 -9.807918004143808, -67.09462979273646 -9.81048597413991))
